customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_street,customer_city,customer_state,customer_postal_code,customer_country,customer_registration_date,order_id,order_date,order_status,order_currency,order_subtotal,tax_amount,shipping_cost,discount_amount,order_total,order_item_id,product_id,sku,product_name,category_name,product_weight_kg,unit_price,quantity,line_discount,line_total,supplier_id,supplier_name,supplier_country,supplier_rating,supplier_price,supplier_lead_time_days,warehouse_id,warehouse_name,warehouse_city,warehouse_state,warehouse_country,warehouse_capacity,inventory_quantity_available,inventory_quantity_reserved,reorder_level,payment_id,payment_method,payment_status,payment_transaction_reference,payment_date,shipment_id,tracking_number,logistics_provider_id,logistics_provider_name,shipment_status,dispatch_date,expected_delivery_date,actual_delivery_date,tracking_location,tracking_event_time,return_id,return_status,return_reason,return_quantity,return_item_condition,refund_amount,price_country,dynamic_price,price_effective_from,inventory_transaction_type,inventory_transaction_quantity,inventory_transaction_date
CUST00529,Olivia,Kapoor,olivia.kapoor529@example.com,917272026241,268 MG Road,Dubai,Dubai,00000,UAE,2023-01-26,ORD000004,2025-08-19 06:52:00,DELIVERED,AED,22426.45,2691.17,163.14,0.0,25280.76,ITEM0000011,PROD00028,SKU-000028,T-Shirt 4,Fashion,7.99,4449.71,1,667.46,3782.25,SUP008,Desert Trading LLC,UAE,4.1,3132.68,17,WH007,US East Warehouse,New York,New York,USA,70000,206,37,50,PAY000004,CARD,SUCCESS,TXN-8351439626,2025-08-19 08:39:00,SHP000004,TRK164820714211,LOG001,DHL,DELAYED,2025-08-22 06:52:00,2025-08-25 06:52:00,2025-08-27 06:52:00,New York,2025-08-22 23:52:00,,,,,,,UAE,4308.69,2025-08-19,TRANSFER_IN,75,2025-08-21 21:52:00
CUST00529,Olivia,Kapoor,olivia.kapoor529@example.com,917272026241,268 MG Road,Dubai,Dubai,00000,UAE,2023-01-26,ORD000004,2025-08-19 06:52:00,DELIVERED,AED,22426.45,2691.17,163.14,0.0,25280.76,ITEM0000012,PROD00057,SKU-000057,Electric Kettle 1,Home Appliances,8.24,1815.78,4,0.0,7263.12,SUP008,Desert Trading LLC,UAE,4.1,1336.83,4,WH007,US East Warehouse,New York,New York,USA,70000,258,8,50,PAY000004,CARD,SUCCESS,TXN-8351439626,2025-08-19 08:39:00,SHP000004,TRK164820714211,LOG001,DHL,DELAYED,2025-08-22 06:52:00,2025-08-25 06:52:00,2025-08-27 06:52:00,New York,2025-08-24 13:52:00,,,,,,,UAE,1824.41,2025-08-19,TRANSFER_OUT,-4,2025-08-19 22:52:00
CUST00529,Olivia,Kapoor,olivia.kapoor529@example.com,917272026241,268 MG Road,Dubai,Dubai,00000,UAE,2023-01-26,ORD000004,2025-08-19 06:52:00,DELIVERED,AED,22426.45,2691.17,163.14,0.0,25280.76,ITEM0000013,PROD00066,SKU-000066,Football 2,Sports,5.45,3997.04,2,0.0,7994.08,SUP002,Global Gadgets Ltd,USA,4.4,2954.61,11,WH007,US East Warehouse,New York,New York,USA,70000,382,10,30,PAY000004,CARD,SUCCESS,TXN-8351439626,2025-08-19 08:39:00,SHP000004,TRK164820714211,LOG001,DHL,DELAYED,2025-08-22 06:52:00,2025-08-25 06:52:00,2025-08-27 06:52:00,Transit Center,2025-08-27 03:52:00,,,,,,,UAE,3989.52,2025-08-19,SALE,-2,2025-08-21 10:52:00
CUST00529,Olivia,Kapoor,olivia.kapoor529@example.com,917272026241,268 MG Road,Dubai,Dubai,00000,UAE,2023-01-26,ORD000004,2025-08-19 06:52:00,DELIVERED,AED,22426.45,2691.17,163.14,0.0,25280.76,ITEM0000014,PROD00048,SKU-000048,Mixer Grinder 4,Home Appliances,1.24,3387.0,1,0.0,3387.0,SUP005,FitPro Manufacturing,India,4.5,2134.84,14,WH007,US East Warehouse,New York,New York,USA,70000,190,19,30,PAY000004,CARD,SUCCESS,TXN-8351439626,2025-08-19 08:39:00,SHP000004,TRK164820714211,LOG001,DHL,DELAYED,2025-08-22 06:52:00,2025-08-25 06:52:00,2025-08-27 06:52:00,Transit Center,2025-08-26 18:52:00,RET000001,APPROVED,Wrong item,1.0,UNOPENED,0.0,UAE,3332.07,2025-08-19,TRANSFER_IN,38,2025-08-21 20:52:00
CUST00738,Emma,Verma,emma.verma738@example.com,659046990957,138 Central Avenue,Singapore,Singapore,018956,Singapore,2026-05-23,ORD000005,2025-09-12 04:48:00,PROCESSING,SGD,8517.650000000001,1022.12,1.61,255.53,9285.85,ITEM0000015,PROD00051,SKU-000051,Air Fryer 3,Home Appliances,4.48,176.13,5,88.06,792.59,SUP006,HomeEase Appliances,Germany,4.3,126.88,4,WH010,Asia Pacific Warehouse,Singapore,Singapore,Singapore,45000,376,17,10,PAY000005,BANK_TRANSFER,PENDING,TXN-8421120053,2025-09-12 05:00:00,SHP000005,TRK549354895179,LOG006,Amazon Logistics,CREATED,2025-09-15 04:48:00,2025-09-18 04:48:00,,Singapore,2025-09-15 18:48:00,,,,,,,Singapore,174.05,2025-09-12,PURCHASE,91,2025-09-12 07:48:00
CUST00738,Emma,Verma,emma.verma738@example.com,659046990957,138 Central Avenue,Singapore,Singapore,018956,Singapore,2026-05-23,ORD000005,2025-09-12 04:48:00,PROCESSING,SGD,8517.650000000001,1022.12,1.61,255.53,9285.85,ITEM0000016,PROD00074,SKU-000074,Dumbbells 2,Sports,11.56,1296.99,5,972.74,5512.21,SUP005,FitPro Manufacturing,India,4.5,899.57,11,WH010,Asia Pacific Warehouse,Singapore,Singapore,Singapore,45000,43,12,10,PAY000005,BANK_TRANSFER,PENDING,TXN-8421120053,2025-09-12 05:00:00,SHP000005,TRK549354895179,LOG006,Amazon Logistics,CREATED,2025-09-15 04:48:00,2025-09-18 04:48:00,,Singapore,2025-09-16 05:48:00,,,,,,,Singapore,1302.41,2025-09-12,ADJUSTMENT,67,2025-09-13 04:48:00
CUST00738,Emma,Verma,emma.verma738@example.com,659046990957,138 Central Avenue,Singapore,Singapore,018956,Singapore,2026-05-23,ORD000005,2025-09-12 04:48:00,PROCESSING,SGD,8517.650000000001,1022.12,1.61,255.53,9285.85,ITEM0000017,PROD00061,SKU-000061,Cricket Bat 1,Sports,9.77,983.31,1,147.5,835.81,SUP001,NovaTech Supplies,India,4.6,687.1,4,WH010,Asia Pacific Warehouse,Singapore,Singapore,Singapore,45000,92,1,30,PAY000005,BANK_TRANSFER,PENDING,TXN-8421120053,2025-09-12 05:00:00,SHP000005,TRK549354895179,LOG006,Amazon Logistics,CREATED,2025-09-15 04:48:00,2025-09-18 04:48:00,,Singapore,2025-09-16 21:48:00,,,,,,,Singapore,959.27,2025-09-12,PURCHASE,32,2025-09-14 12:48:00
CUST00738,Emma,Verma,emma.verma738@example.com,659046990957,138 Central Avenue,Singapore,Singapore,018956,Singapore,2026-05-23,ORD000005,2025-09-12 04:48:00,PROCESSING,SGD,8517.650000000001,1022.12,1.61,255.53,9285.85,ITEM0000018,PROD00011,SKU-000011,Wireless Mouse 3,Electronics,5.96,382.51,4,153.0,1377.04,SUP006,HomeEase Appliances,Germany,4.3,220.12,7,WH010,Asia Pacific Warehouse,Singapore,Singapore,Singapore,45000,441,1,30,PAY000005,BANK_TRANSFER,PENDING,TXN-8421120053,2025-09-12 05:00:00,SHP000005,TRK549354895179,LOG006,Amazon Logistics,CREATED,2025-09-15 04:48:00,2025-09-18 04:48:00,,Singapore,2025-09-18 12:48:00,,,,,,,Singapore,399.81,2025-09-12,TRANSFER_OUT,-4,2025-09-13 03:48:00
CUST00985,Noah,Monga,noah.monga985@example.com,918687817209,950 MG Road,Berlin,Berlin,10115,Germany,2024-09-08,ORD000006,2024-11-29 05:01:00,DELIVERED,EUR,4815.67,240.78,24.73,240.78,4840.4,ITEM0000019,PROD00076,SKU-000076,Dumbbells 4,Sports,9.81,196.73,4,118.04,668.88,SUP004,Urban Fashion Co,UK,4.2,116.21,19,WH006,UK Distribution Center,London,England,UK,40000,197,7,30,PAY000006,BANK_TRANSFER,SUCCESS,TXN-2374567624,2024-11-29 05:54:00,SHP000006,TRK156354121006,LOG003,Blue Dart,DELAYED,2024-11-30 05:01:00,2024-12-03 05:01:00,2024-12-06 05:01:00,Transit Center,2024-11-30 12:01:00,,,,,,,Germany,205.81,2024-11-29,SALE,-4,2024-11-30 21:01:00
CUST00985,Noah,Monga,noah.monga985@example.com,918687817209,950 MG Road,Berlin,Berlin,10115,Germany,2024-09-08,ORD000006,2024-11-29 05:01:00,DELIVERED,EUR,4815.67,240.78,24.73,240.78,4840.4,ITEM0000020,PROD00053,SKU-000053,Vacuum Cleaner 1,Home Appliances,8.15,646.13,4,0.0,2584.52,SUP002,Global Gadgets Ltd,USA,4.4,565.55,16,WH006,UK Distribution Center,London,England,UK,40000,467,1,30,PAY000006,BANK_TRANSFER,SUCCESS,TXN-2374567624,2024-11-29 05:54:00,SHP000006,TRK156354121006,LOG003,Blue Dart,DELAYED,2024-11-30 05:01:00,2024-12-03 05:01:00,2024-12-06 05:01:00,Regional Hub,2024-12-03 18:01:00,,,,,,,Germany,613.89,2024-11-29,ADJUSTMENT,76,2024-11-29 17:01:00
CUST00985,Noah,Monga,noah.monga985@example.com,918687817209,950 MG Road,Berlin,Berlin,10115,Germany,2024-09-08,ORD000006,2024-11-29 05:01:00,DELIVERED,EUR,4815.67,240.78,24.73,240.78,4840.4,ITEM0000021,PROD00072,SKU-000072,Yoga Mat 4,Sports,8.96,578.62,3,173.59,1562.27,SUP003,Prime Electronics,Singapore,4.8,403.3,2,WH006,UK Distribution Center,London,England,UK,40000,42,40,20,PAY000006,BANK_TRANSFER,SUCCESS,TXN-2374567624,2024-11-29 05:54:00,SHP000006,TRK156354121006,LOG003,Blue Dart,DELAYED,2024-11-30 05:01:00,2024-12-03 05:01:00,2024-12-06 05:01:00,London,2024-12-05 04:01:00,,,,,,,Germany,605.94,2024-11-29,PURCHASE,48,2024-12-02 02:01:00
CUST00494,Ananya,Mehta,ananya.mehta494@example.com,498032089545,922 Main Street,Singapore,Singapore,018956,Singapore,2026-05-13,ORD000007,2024-10-06 19:16:00,DELIVERED,SGD,6836.49,1230.57,65.91,0.0,8132.97,ITEM0000022,PROD00051,SKU-000051,Air Fryer 3,Home Appliances,4.48,205.05,2,20.51,389.59,SUP002,Global Gadgets Ltd,USA,4.4,126.88,8,WH003,West India Fulfilment Center,Mumbai,Maharashtra,India,60000,449,27,20,PAY000007,PAYPAL,SUCCESS,TXN-7486811182,2024-10-06 19:22:00,SHP000007,TRK720769186654,LOG006,Amazon Logistics,DELIVERED,2024-10-06 19:16:00,2024-10-10 19:16:00,2024-10-09 19:16:00,Transit Center,2024-10-06 22:16:00,,,,,,,Singapore,204.29,2024-10-06,ADJUSTMENT,65,2024-10-08 11:16:00
CUST00494,Ananya,Mehta,ananya.mehta494@example.com,498032089545,922 Main Street,Singapore,Singapore,018956,Singapore,2026-05-13,ORD000007,2024-10-06 19:16:00,DELIVERED,SGD,6836.49,1230.57,65.91,0.0,8132.97,ITEM0000023,PROD00044,SKU-000044,Backpack 4,Fashion,4.72,52.18,4,10.44,198.28,SUP005,FitPro Manufacturing,India,4.5,32.72,2,WH003,West India Fulfilment Center,Mumbai,Maharashtra,India,60000,174,13,50,PAY000007,PAYPAL,SUCCESS,TXN-7486811182,2024-10-06 19:22:00,SHP000007,TRK720769186654,LOG006,Amazon Logistics,DELIVERED,2024-10-06 19:16:00,2024-10-10 19:16:00,2024-10-09 19:16:00,Regional Hub,2024-10-10 12:16:00,,,,,,,Singapore,50.73,2024-10-06,ADJUSTMENT,43,2024-10-06 21:16:00
CUST00494,Ananya,Mehta,ananya.mehta494@example.com,498032089545,922 Main Street,Singapore,Singapore,018956,Singapore,2026-05-13,ORD000007,2024-10-06 19:16:00,DELIVERED,SGD,6836.49,1230.57,65.91,0.0,8132.97,ITEM0000024,PROD00018,SKU-000018,Smartwatch 2,Electronics,8.87,887.75,5,0.0,4438.75,SUP001,NovaTech Supplies,India,4.6,522.35,13,WH003,West India Fulfilment Center,Mumbai,Maharashtra,India,60000,344,11,50,PAY000007,PAYPAL,SUCCESS,TXN-7486811182,2024-10-06 19:22:00,SHP000007,TRK720769186654,LOG006,Amazon Logistics,DELIVERED,2024-10-06 19:16:00,2024-10-10 19:16:00,2024-10-09 19:16:00,Singapore,2024-10-07 08:16:00,,,,,,,Singapore,925.16,2024-10-06,ADJUSTMENT,90,2024-10-09 09:16:00
CUST00494,Ananya,Mehta,ananya.mehta494@example.com,498032089545,922 Main Street,Singapore,Singapore,018956,Singapore,2026-05-13,ORD000007,2024-10-06 19:16:00,DELIVERED,SGD,6836.49,1230.57,65.91,0.0,8132.97,ITEM0000025,PROD00069,SKU-000069,Yoga Mat 1,Sports,8.11,2010.97,1,201.1,1809.87,SUP002,Global Gadgets Ltd,USA,4.4,1213.95,11,WH003,West India Fulfilment Center,Mumbai,Maharashtra,India,60000,344,7,30,PAY000007,PAYPAL,SUCCESS,TXN-7486811182,2024-10-06 19:22:00,SHP000007,TRK720769186654,LOG006,Amazon Logistics,DELIVERED,2024-10-06 19:16:00,2024-10-10 19:16:00,2024-10-09 19:16:00,Singapore,2024-10-08 02:16:00,,,,,,,Singapore,2074.57,2024-10-06,TRANSFER_OUT,-1,2024-10-08 16:16:00
CUST00506,Liam,Monga,liam.monga506@example.com,9718646331504,5 Main Street,Singapore,Singapore,018956,Singapore,2025-12-29,ORD000008,2025-01-06 01:17:00,DELIVERED,SGD,5841.95,701.03,28.98,292.1,6279.86,ITEM0000026,PROD00085,SKU-000085,Machine Learning 1,Books,10.19,699.96,1,0.0,699.96,SUP003,Prime Electronics,Singapore,4.8,391.44,18,WH005,UAE Regional Warehouse,Dubai,Dubai,UAE,35000,65,16,20,PAY000008,CARD,SUCCESS,TXN-8037029503,2025-01-06 01:32:00,SHP000008,TRK643314761558,LOG005,UPS,DELIVERED,2025-01-07 01:17:00,2025-01-13 01:17:00,2025-01-13 01:17:00,Transit Center,2025-01-09 18:17:00,,,,,,,Singapore,684.14,2025-01-06,ADJUSTMENT,94,2025-01-07 12:17:00
CUST00506,Liam,Monga,liam.monga506@example.com,9718646331504,5 Main Street,Singapore,Singapore,018956,Singapore,2025-12-29,ORD000008,2025-01-06 01:17:00,DELIVERED,SGD,5841.95,701.03,28.98,292.1,6279.86,ITEM0000027,PROD00087,SKU-000087,Machine Learning 3,Books,11.99,1209.88,5,907.41,5141.99,SUP001,NovaTech Supplies,India,4.6,856.43,3,WH005,UAE Regional Warehouse,Dubai,Dubai,UAE,35000,452,29,10,PAY000008,CARD,SUCCESS,TXN-8037029503,2025-01-06 01:32:00,SHP000008,TRK643314761558,LOG005,UPS,DELIVERED,2025-01-07 01:17:00,2025-01-13 01:17:00,2025-01-13 01:17:00,Singapore,2025-01-07 09:17:00,,,,,,,Singapore,1193.12,2025-01-06,TRANSFER_OUT,-5,2025-01-06 07:17:00
CUST00285,Liam,Wilson,liam.wilson285@example.com,917793629209,144 King Street,London,England,SW1A1AA,UK,2024-10-24,ORD000009,2025-03-06 17:28:00,SHIPPED,GBP,2733.56,492.04,2.2,0.0,3227.8,ITEM0000028,PROD00043,SKU-000043,Backpack 3,Fashion,4.85,301.46,1,0.0,301.46,SUP005,FitPro Manufacturing,India,4.5,215.76,14,WH007,US East Warehouse,New York,New York,USA,70000,14,7,50,PAY000009,UPI,SUCCESS,TXN-4167298652,2025-03-06 18:57:00,SHP000009,TRK374521404154,LOG001,DHL,IN_TRANSIT,2025-03-07 17:28:00,2025-03-10 17:28:00,,Transit Center,2025-03-08 07:28:00,,,,,,,UK,295.28,2025-03-06,SALE,-1,2025-03-08 11:28:00
CUST00285,Liam,Wilson,liam.wilson285@example.com,917793629209,144 King Street,London,England,SW1A1AA,UK,2024-10-24,ORD000009,2025-03-06 17:28:00,SHIPPED,GBP,2733.56,492.04,2.2,0.0,3227.8,ITEM0000029,PROD00033,SKU-000033,Jacket 1,Fashion,11.16,152.13,1,7.61,144.52,SUP004,Urban Fashion Co,UK,4.2,97.47,15,WH007,US East Warehouse,New York,New York,USA,70000,426,3,30,PAY000009,UPI,SUCCESS,TXN-4167298652,2025-03-06 18:57:00,SHP000009,TRK374521404154,LOG001,DHL,IN_TRANSIT,2025-03-07 17:28:00,2025-03-10 17:28:00,,London,2025-03-12 09:28:00,,,,,,,UK,153.91,2025-03-06,ADJUSTMENT,31,2025-03-07 02:28:00
CUST00285,Liam,Wilson,liam.wilson285@example.com,917793629209,144 King Street,London,England,SW1A1AA,UK,2024-10-24,ORD000009,2025-03-06 17:28:00,SHIPPED,GBP,2733.56,492.04,2.2,0.0,3227.8,ITEM0000030,PROD00077,SKU-000077,Database Systems 1,Books,0.42,858.28,1,128.74,729.54,SUP008,Desert Trading LLC,UAE,4.1,493.88,2,WH007,US East Warehouse,New York,New York,USA,70000,63,5,10,PAY000009,UPI,SUCCESS,TXN-4167298652,2025-03-06 18:57:00,SHP000009,TRK374521404154,LOG001,DHL,IN_TRANSIT,2025-03-07 17:28:00,2025-03-10 17:28:00,,Transit Center,2025-03-09 20:28:00,,,,,,,UK,866.83,2025-03-06,SALE,-1,2025-03-08 17:28:00
CUST00285,Liam,Wilson,liam.wilson285@example.com,917793629209,144 King Street,London,England,SW1A1AA,UK,2024-10-24,ORD000009,2025-03-06 17:28:00,SHIPPED,GBP,2733.56,492.04,2.2,0.0,3227.8,ITEM0000031,PROD00041,SKU-000041,Backpack 1,Fashion,6.61,865.58,2,173.12,1558.04,SUP002,Global Gadgets Ltd,USA,4.4,697.24,15,WH007,US East Warehouse,New York,New York,USA,70000,28,9,50,PAY000009,UPI,SUCCESS,TXN-4167298652,2025-03-06 18:57:00,SHP000009,TRK374521404154,LOG001,DHL,IN_TRANSIT,2025-03-07 17:28:00,2025-03-10 17:28:00,,New York,2025-03-09 14:28:00,,,,,,,UK,862.48,2025-03-06,SALE,-2,2025-03-07 06:28:00
CUST00667,Olivia,Wilson,olivia.wilson667@example.com,19218823320,783 Central Avenue,London,England,SW1A1AA,UK,2024-07-10,ORD000010,2024-01-27 14:33:00,SHIPPED,GBP,6098.51,1097.73,13.54,182.96,7026.82,ITEM0000032,PROD00054,SKU-000054,Vacuum Cleaner 2,Home Appliances,11.17,768.52,5,0.0,3842.6,SUP008,Desert Trading LLC,UAE,4.1,561.02,18,WH002,Punjab Distribution Center,Chandigarh,Chandigarh,India,25000,70,2,10,PAY000010,CARD,SUCCESS,TXN-9642713632,2024-01-27 16:05:00,SHP000010,TRK239900880836,LOG005,UPS,IN_TRANSIT,2024-01-29 14:33:00,2024-02-02 14:33:00,,London,2024-01-29 23:33:00,,,,,,,UK,804.66,2024-01-27,PURCHASE,40,2024-01-29 21:33:00
